FilerID,CandidateCommitteeName,FilerType,ReportYear,ElectionType,ReportType,ElectionDate,FilingDate,DisclosureType,DisclosurePeriod,TransactionDate,TransactionType,ContributorType,EntityName,FirstName,MiddleName,LastName,Country,StreetAddress,City,State,ZipCode,Method,CheckNumber,Amount,OutstandingAmount,ReceiptType,TransferType,ContributionType,PurposeCode,ReceiptCode,OriginalDate,LenderCode,ElectionYear,Office,District,Explanation,Itemized,CreatedDate
21581,New Yorkers For Independent Work,State,2020,State/Local,Periodic,06/23/2020,07/15/2020,Itemized ,July Periodic,06/10/2020,F - Expenditures/ Payments,,Mercury Public Affairs Llc,,,,United States,200 Varick Street  Suite 600 ,New York,NY,10014,Check,WXF,-14225.47,,,,,Campaign Mailings,,,,2020,,, Nys Ad 50 - Joe Lentol,Y,07/15/2020 12:00:00
21581,New Yorkers For Independent Work,State,2020,State/Local,Periodic,06/23/2020,07/15/2020,Itemized ,July Periodic,06/15/2020,F - Expenditures/ Payments,,J. P. Morgan Chase Bank,,,,United States,P.O. Box 182051 ,Columbus,OH,43218,Check,OTH,-10.00,,,,,Bank Fees,,,,2020,,,,Y,07/15/2020 12:00:00
21581,New Yorkers For Independent Work,State,2020,State/Local,Periodic,06/23/2020,07/15/2020,Itemized ,July Periodic,06/10/2020,F - Expenditures/ Payments,,Mercury Public Affairs Llc,,,,United States,200 Varick Street  Suite 600 ,New York,NY,10014,Check,WXF,-17261.47,,,,,Campaign Mailings,,,,2020,,, Nys Ad 91  - Steven Otis,Y,07/15/2020 12:00:00
21581,New Yorkers For Independent Work,State,2020,State/Local,Periodic,06/23/2020,07/15/2020,Itemized ,July Periodic,06/10/2020,F - Expenditures/ Payments,,Mercury Public Affairs Llc,,,,United States,200 Varick Street  Suite 600 ,New York,NY,10014,Check,WXF,-22467.87,,,,,Campaign Mailings,,,,2020,,, Nys Ad 71 - Al Taylor,Y,07/15/2020 12:00:00
21581,New Yorkers For Independent Work,State,2020,State/Local,Periodic,06/23/2020,07/15/2020,Itemized ,July Periodic,06/10/2020,F - Expenditures/ Payments,,Mercury Public Affairs Llc,,,,United States,200 Varick Street  Suite 600 ,New York,NY,10014,Check,WXF,-15833.33,,,,,Other: Must Provide Explanation,,,,2020,,, Digital Ads (Nys Ad 81 - Jeff Dinowitz),Y,07/15/2020 12:00:00
21581,New Yorkers For Independent Work,State,2020,State/Local,Periodic,06/23/2020,07/15/2020,Itemized ,July Periodic,06/10/2020,F - Expenditures/ Payments,,Mercury Public Affairs Llc,,,,United States,200 Varick Street  Suite 600 ,New York,NY,10014,Check,WXF,-3833.35,,,,,Other: Must Provide Explanation,,,,2020,,, Digital Ads (Nys Ad 77 - Latoya Joyner),Y,07/15/2020 12:00:00
21581,New Yorkers For Independent Work,State,2020,State/Local,Periodic,06/23/2020,07/15/2020,Itemized ,July Periodic,06/10/2020,F - Expenditures/ Payments,,Mercury Public Affairs Llc,,,,United States,200 Varick Street  Suite 600 ,New York,NY,10014,Check,WXF,-15833.33,,,,,Other: Must Provide Explanation,,,,2020,,, Digital Ads (Nys Ad 108 - John Mcdonald),Y,07/15/2020 12:00:00
21581,New Yorkers For Independent Work,State,2020,State/Local,Periodic,06/23/2020,07/15/2020,Itemized ,July Periodic,06/10/2020,F - Expenditures/ Payments,,Mercury Public Affairs Llc,,,,United States,200 Varick Street  Suite 600 ,New York,NY,10014,Check,WXF,-12833.33,,,,,Other: Must Provide Explanation,,,,2020,,, Digital Ads (Nys Ad 91 - Steven Otis),Y,07/15/2020 12:00:00
21581,New Yorkers For Independent Work,State,2020,State/Local,Periodic,06/23/2020,07/15/2020,Itemized ,July Periodic,06/10/2020,F - Expenditures/ Payments,,Mercury Public Affairs Llc,,,,United States,200 Varick Street  Suite 600 ,New York,NY,10014,Check,WXF,-15833.33,,,,,Other: Must Provide Explanation,,,,2020,,, Digital Ads (Nys Ad 71 - Al Taylor),Y,07/15/2020 12:00:00
21581,New Yorkers For Independent Work,State,2020,State/Local,Periodic,06/23/2020,07/15/2020,Itemized ,July Periodic,06/10/2020,F - Expenditures/ Payments,,Mercury Public Affairs Llc,,,,United States,200 Varick Street  Suite 600 ,New York,NY,10014,Check,WXF,-15833.33,,,,,Other: Must Provide Explanation,,,,2020,,, Digital Ads (Nys Ad 50 - Joe Lentol),Y,07/15/2020 12:00:00
